x_m,y_m,forward_from_s1_m,lateral_from_s1_m,in_signal_region,in_bearing_region,sampled_signal_margin_m,sampled_min_target_distance_m,sampled_max_target_distance_m
650.0,-550.0,650.0,-550.0,True,True,152.28425934970153,538.5749163229584,1026.4514301321803
700.0,-550.0,700.0,-550.0,True,True,113.64676736713977,537.7057915322987,985.4714287181647
750.0,-550.0,750.0,-550.0,True,True,73.92109998599028,536.8380903371138,945.3598971921979
800.0,-550.0,800.0,-550.0,True,True,33.2413925371053,535.9718196515109,966.7586074628947
150.0,-500.0,150.0,-500.0,True,True,7.3394739933337405,497.30689747286476,1448.4375001529554
200.0,-500.0,200.0,-500.0,True,True,49.92917158749981,496.4397174552133,1401.9709662645532
250.0,-500.0,250.0,-500.0,True,True,91.77721178748311,495.5774630375957,1355.7558735436803
300.0,-500.0,300.0,-500.0,True,True,132.7783170605552,494.70052041579794,1309.8188374915096
350.0,-500.0,350.0,-500.0,True,True,172.80911355347757,493.8225150494422,1264.1901698111055
400.0,-500.0,400.0,-500.0,True,True,211.72493113329608,492.94602856112033,1218.9045015285053
450.0,-500.0,450.0,-500.0,True,True,249.3562368788862,492.0710690671971,1174.0015256573886
500.0,-500.0,500.0,-500.0,True,True,285.5048322525586,491.19764472767645,1129.5268835425293
550.0,-500.0,550.0,-500.0,True,True,260.32906057054925,490.3257637463364,1085.5332233721456
600.0,-500.0,600.0,-500.0,True,True,222.75282265621365,489.4554343708615,1042.0814639192768
650.0,-500.0,650.0,-500.0,True,True,183.8423860911912,488.58666489297303,999.242300867795
700.0,-500.0,700.0,-500.0,True,True,143.77962720234382,487.71946364855785,957.0979961545146
750.0,-500.0,750.0,-500.0,True,True,102.71888304378422,486.85383901779466,915.7444909156753
800.0,-500.0,800.0,-500.0,True,True,60.79103555245422,485.9897994252775,939.2089644475458
850.0,-500.0,850.0,-500.0,True,True,18.107157093469596,485.1273533401382,981.8928429065304
150.0,-450.0,150.0,-450.0,True,True,32.03707909121954,447.31732245859774,1431.0324347381193
